,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Sox5,0,0,52.85917405,0,0,0,0,0,0,0,0,84.01314613,292.0646152,289.5334831,0,178.9070025,95.14314934,210.8242315,138.479545,0,0,0,0,0,120.5565766,18.28046588,0,0,57.85126153,0,0,18.45022625,25.62837004,0,0,0,23.48316794,21.3083977,144.0294492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox7,0,0,0,0,0,0,0,0,0,0,0,0,144.6126843,13.63040369,145.8890946,101.4483654,57.95888536,90.20530921,91.94059668,109.3122877,57.01567605,73.79612799,32.30393739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp1,299.6055218,242.8015905,210.521649,167.7149193,167.1016653,240.4633553,516.3087511,481.4310031,527.5817346,415.6010497,510.1042798,565.9645743,341.6775338,290.3668779,364.7779652,333.8494608,159.3509246,343.7771911,303.8142928,242.5589181,255.3637968,156.2058023,61.90231851,104.6204287,275.5015885,203.5984707,201.5269497,319.6424404,323.751891,285.0000068,168.916309,238.2695655,366.1671906,0,207.4088993,183.9677169,221.3391192,165.014556,184.8040735,221.5138821,215.4274556,276.6684833,250.1653596,223.1217374,130.1532601,303.4971713,232.8199364,185.6009288,578.3912625,504.8831141,475.1095813,313.1758667,207.2639109,268.724197,216.7656618,204.9284507,111.9722245,379.6295883,412.3563471,474.6211746,466.0020808,718.1988763,648.8776064,194.8280556,301.0077186,294.6001394
Sp100,1335.219789,1535.688071,1741.516666,104.7395028,122.6177195,161.4332733,924.9583562,720.1793895,802.1350708,397.2096044,360.1616657,429.0169431,1648.239874,1780.104521,1988.400246,1087.071923,766.0615006,933.8998922,1604.760327,1522.62208,1525.69722,719.9441426,635.8951248,481.1922765,1138.133047,775.2760389,916.458701,1076.152237,1153.182922,945.6306866,1847.16545,1302.906711,1510.515975,233.3911353,170.5546977,210.8640002,3096.043097,2365.954725,2351.895871,5585.91403,6038.91537,6761.657253,3800.459059,4306.107085,3719.848422,5035.655468,4608.473307,4114.438562,3878.875189,2898.311795,2841.313564,2139.400637,1748.711323,1927.686525,2536.264973,1408.062754,1216.808061,3981.762102,4859.657608,4710.954905,438.6264259,637.3903564,525.0846613,1677.48388,2292.819211,1999.603995
Sp110,634.5331906,802.0269201,858.8116379,375.4979044,151.3362548,239.9009488,1185.942073,883.2889116,899.6281225,1327.527755,986.3163128,1048.661174,1443.550565,1347.630803,1517.32902,521.3353058,363.5643273,378.511892,1478.441069,1286.651974,1357.103291,816.5282139,760.4320821,602.44891,268.1945496,391.2090717,409.5342278,288.7909616,301.6976191,337.6082781,446.6407843,437.7640911,510.7349739,441.4838238,284.8180939,389.5670328,724.6438747,495.1836014,540.8061011,4949.474876,5500.964703,5239.847259,4404.797254,4227.128105,3085.551071,5769.346112,5052.43601,5208.400347,4069.642059,3206.599891,3237.00486,2297.579837,2364.551474,2193.35487,1889.497168,738.4380607,561.6952469,2147.402441,3201.985403,2859.552996,1173.547918,2362.58945,2220.720823,1561.980889,2346.913802,2179.574844
Sp2,142.1628464,139.9345849,221.9405975,184.6413119,201.5523144,162.4129326,322.9012968,254.3990685,251.3739172,393.9386228,394.3388652,397.5958955,355.4028621,379.3770868,293.999272,412.7275014,266.4157494,323.6551979,371.3437767,263.4030397,240.7406912,169.5387024,71.67298734,74.69539741,241.9951804,117.8581766,184.1925106,273.2380011,303.3176978,317.3971413,213.4794477,211.9003594,219.3222427,228.6185729,260.2171471,163.7178585,174.0469871,188.6739964,212.9592078,468.2149771,476.9140712,449.2811482,501.9095364,440.2851335,266.4667153,517.4686721,402.9095304,549.0381283,503.6576827,421.2455852,375.1449217,340.6188153,337.7184381,326.4751976,297.2879863,254.2538092,178.8647566,684.9149555,825.9613659,821.014128,318.8389335,545.7289079,492.5764074,317.3987005,408.9405372,306.8077851
Sp3,253.7563149,241.4642222,232.4114561,227.5851369,189.9724268,250.7767327,547.2324646,402.7184746,417.2005627,485.1324186,535.3367762,301.4472003,371.7742452,313.5370348,315.7427618,361.7975272,217.7478533,180.9763454,253.8545562,265.7852741,284.4157688,197.3796329,188.4484315,131.1164372,282.2514304,91.4150133,92.01758768,231.5393937,252.087632,285.2429338,271.268269,189.2746469,260.5849124,63.66140912,59.32759807,27.54858776,308.3268785,269.5924018,218.1577164,204.5247155,228.6350671,271.8278339,180.5407882,236.8215866,63.29930262,217.2106267,174.1693823,127.1066307,398.4195013,284.8098942,275.9404136,171.9406686,117.1523393,162.7522113,206.6340168,72.44596223,386.9661558,257.5212429,476.0672284,336.3926729,203.8909002,393.4278508,467.6087441,153.9376266,304.8607974,304.6972972
Sp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.50814177,104.0698683,79.02075657,58.68218313,0,0,0,0,33.74098014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.5859568,217.3004198,264.4109357,116.6514907,71.00819041,0,550.8908055,5.430804794,1278.47119,0,0,0,0,54.70007923,0,0,0,0,0,0,0,146.8067214,0,0,0,96.51992218,110.8351182
Spi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.2660901,653.4665428,294.3888057,0,0,0,343.9947695,227.6833333,279.8510269,2116.277448,2244.750194,2179.987607,1826.073125,1597.084682,1595.297775,1806.639187,2546.659532,475.4533727,1924.984924,3114.819127,2541.448966,1541.629952,1797.41157,1621.407132
Spib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.472202,69.37147844,53.74211783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srebf1,0,0,0,131.1468461,115.4920476,106.6965335,0,0,83.9491441,100.1605902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22622594,53.98418041,0,0,66.23194548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.16069804,136.8653574,0,0,0,0
Srebf2,0,0,0,96.98294169,297.0157682,125.5720333,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37460855,0,0,24.02696733,0,50.49983392,0,79.79992674,96.64290249,74.63073361,80.32534826,71.02707259,28.66289859,42.21046049,0,0,105.7948515,79.51290236,94.48777386,93.19417953,35.50024674,38.62149227,41.06315367,60.78584113,0,0,0,0,0,139.3545735,206.3988368,166.9425211,144.7015948,94.60369672,107.5858684,0,0,0,27.17371548,100.5004952,0,76.81953862,0,0,55.11405169,103.357459,76.32188477
Ssrp1,857.370829,1025.826249,1367.446711,856.4608364,756.9664742,762.2721497,2903.649514,2565.250721,2623.914642,2734.603521,2638.135405,2660.669484,1672.36099,1526.386819,1656.346272,1881.298428,1326.160482,1542.130721,1752.281675,1431.2579,1390.224353,952.743016,755.9956179,822.5121486,1213.935798,914.2729311,1066.465602,2232.523381,2094.098949,1975.661866,1769.928266,1144.541899,1545.220678,732.4072394,592.8303853,583.4729452,1309.940373,1388.118779,1413.9615,2823.364593,2874.886305,2450.448339,1887.801636,1861.824854,1537.075912,2621.231141,2142.463015,2334.177751,4304.867991,3103.540331,3206.418317,3129.029518,2901.242545,2648.210086,1489.640676,3010.332219,1507.40431,3686.978681,4470.444343,3754.602989,2908.693362,4610.551244,3691.121507,2115.009337,2646.320956,2415.20756
Stat1,967.138948,1177.610996,1221.522386,400.2707678,412.7920353,434.3015953,2764.383381,2315.199742,2287.743341,1940.641044,1818.773765,1521.165145,3290.42741,3154.364893,3296.636413,2114.492198,1513.926913,1823.786386,2289.247961,2040.520799,1752.426585,705.9224896,573.2994786,650.2628251,1671.212201,1524.550166,1639.636509,3175.06921,3158.69418,2840.727591,1876.181918,2415.027774,2857.01727,514.0283449,418.8183988,319.3292517,1719.27797,2055.389185,2031.686743,6690.91441,6485.762231,6093.665896,2010.342122,1861.676864,1719.702313,2470.89064,2157.400577,2217.173496,7548.936756,6201.0505,6126.801446,3280.716128,2881.238545,2931.465632,3849.817005,2970.969818,3397.439355,4931.020746,6138.650399,5190.080324,6699.315408,10810.38462,9203.896104,3731.217876,4452.497634,3947.25486
Stat2,76.73577003,98.88752724,160.2177724,91.87858056,58.65965844,82.02905488,328.9768077,249.4943878,283.764556,315.2179509,320.5492813,228.3017355,447.9854077,450.8016283,551.3756919,209.7510803,173.0924572,202.648346,311.4400677,293.4972963,302.4895266,109.3072439,62.53262756,75.81727888,262.0844166,243.1686598,246.1032377,547.0738548,549.5583898,524.4639837,424.8789236,454.5717966,551.6059357,104.8165411,87.08478565,0,306.8219425,361.5268302,362.0552921,177.1332716,157.9259633,144.2890714,240.4935657,150.3094057,134.1193476,107.0865529,83.65997165,131.6683628,1829.406806,1367.02415,1439.795011,503.8778387,509.7070265,492.6021951,233.0325422,261.7562212,222.8604579,443.8915274,630.4429241,545.3148713,663.0867691,1029.651111,871.2111632,330.0357322,534.0424557,431.8001569
Stat3,393.9488044,463.4285779,536.0655823,676.6947557,628.2686259,675.9185079,1154.447851,1019.858376,1025.888959,1908.287554,1984.931848,1732.084511,831.6796127,824.1763323,854.7551087,464.8502208,355.668658,435.3576826,989.4613026,853.5405586,841.0964706,181.9797979,138.9431744,150.4954617,827.2403197,633.0092236,671.1096556,1625.729461,1612.500279,1467.720121,1302.429334,1159.858137,1458.861324,400.6050987,347.402566,288.0369736,983.1487995,1080.91645,1088.117739,479.3557929,485.6419801,439.3013913,349.0188492,260.7633447,196.1440261,653.0854291,535.9462158,656.4147601,886.946686,743.1375031,738.5813009,703.2058894,689.0848735,692.0955285,922.8066374,1180.139552,917.404383,936.1505972,1121.889887,1148.569603,1510.086313,2309.18352,2085.644931,568.3552502,766.6011264,661.572751
Stat4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.8445123,0,0,0,0,0,0,0,0,0,0,262.7484943,226.4829874,228.3010321,108.8760497,74.73822531,73.25458956,1443.060811,1171.796453,1614.569496,0,79.77315402,0,117.9395074,200.3791574,129.2906466,188.4766037,308.304487,167.0570285,44.78308342,78.4948362,0,0,0,0,37.13908179,102.7510631,135.6644211
Stat5a,0,35.11018708,154.2878384,74.84489008,66.67894376,32.29552346,183.9864308,135.743993,104.1904742,144.4415217,193.7096853,104.018517,161.1160741,154.8567718,218.2949051,32.19273162,0,29.93947779,101.5655544,154.1621712,170.3763216,9.497453622,17.45244702,16.39066724,128.3268996,81.57665621,102.2086882,173.0117498,230.0094329,206.7357435,201.888625,177.9474325,198.0109223,50.58842527,44.42470276,0,198.8350329,230.8823676,226.4716699,254.1714811,298.8749017,319.7042373,101.4082985,99.95292655,109.4685135,161.9188692,140.8941873,146.515545,658.8638109,521.8149398,526.1200263,609.6849087,699.4639485,608.3449615,229.6377586,204.3899125,120.2034335,464.3703512,600.2945399,633.9764064,447.3125804,952.1013317,455.1063298,276.9217372,261.9949161,223.2970572
Stat5b,364.8116202,467.4965737,530.3378214,252.727772,232.4404137,292.8082819,731.71466,639.1923475,607.0555531,517.2237863,443.8264575,509.1621728,949.4280659,922.837551,1097.728161,604.9385455,470.0203235,557.4809469,938.9739303,853.0959067,801.941629,212.9117142,153.1559831,169.1851833,658.5672186,734.0351698,705.9623889,1769.608233,1825.873407,1696.865527,1158.90266,1098.240649,1304.136228,503.5036328,309.597692,309.9604385,633.7216096,945.2158221,989.4276223,1303.156867,1301.303141,1194.377011,560.6894009,398.7526535,369.4074271,652.7484179,546.2655173,623.8841635,2012.873638,1591.307746,1687.050964,2015.036663,1934.370321,2035.65523,1536.411929,601.3974745,700.0936372,1684.446576,2088.921673,2069.830075,2538.229392,4312.665171,3922.444835,1125.213682,1519.244113,1542.190304
Stat6,370.3667574,400.8436909,699.8318381,553.3191882,553.6155195,523.7274005,1151.638718,944.3275773,917.0574159,1219.407488,1170.338246,922.4581347,692.8660506,641.1928835,650.0205699,373.0130731,321.6802766,331.652025,707.4537309,703.6247799,626.7431446,177.762585,155.4241761,172.0636717,688.6501551,590.0025126,524.0301917,1160.615714,1127.799651,1122.770276,1184.446037,869.4138273,1151.355857,342.9453191,311.0258693,239.0667972,676.10559,898.7229227,978.2816173,883.3671743,873.8172055,810.4593974,678.1960227,510.4702723,530.5577856,942.6131824,849.4870482,871.724528,2123.208934,1396.937652,1575.295347,2104.867473,1928.593675,1929.075218,1026.961519,1430.050429,1025.865587,1509.236455,1914.52429,1530.843342,2426.885389,3963.117711,3673.958281,1347.639908,1763.879357,1591.509409
Sub1,2345.903449,3017.516373,1448.637016,3427.42628,2715.320342,3476.050677,9044.923011,8822.393912,8412.708877,14994.24951,12144.18382,9640.51432,5115.935891,5038.393963,5713.94995,4415.32103,3154.149003,3765.152297,5576.990694,5154.321751,4627.598082,952.4896565,1102.164906,1049.581334,3584.166926,3994.588359,3732.861391,4313.723087,4444.602522,4770.441744,3979.35957,2277.052446,1940.433082,1615.407238,739.1191589,1601.367872,2140.366864,3656.266943,3305.924196,10434.80247,8671.757912,10978.07543,8619.242912,10424.72136,10498.66919,11367.06848,10414.55294,12439.84863,23622.28242,25056.92562,25116.69347,13403.55875,13544.83099,13512.35943,6944.928401,2388.403786,7553.494834,8847.431597,14056.02372,8805.729376,5498.343585,7576.620168,5286.649131,10902.57287,14020.36132,11096.04234
Tada2a,0,0,0,72.06446209,184.1398528,0,0,0,0,0,0,0,0,0,0,46.93823105,26.30025264,0,71.41711147,49.68475002,58.50954255,40.17623926,0,0,0,0,0,0,0,0,0,0,58.59332799,0,0,0,0,112.7095701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tal1,0,0,0,0,0,0,0,0,0,0,0,0,74.97730061,173.1363148,72.0037424,103.2041589,108.6895778,106.6962377,55.91384294,32.47517346,89.22547248,84.2892688,93.67844247,77.16256244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tax1bp1,241.7124987,271.2667323,281.825826,347.8678504,402.9040082,428.0723653,738.985175,627.3950068,601.7473344,278.4574207,330.0145661,282.6794913,282.9517422,280.1022493,296.565223,138.9371337,129.9609476,131.3282847,210.9607385,204.2986101,178.1345823,119.1028397,115.2640531,109.4655308,275.6632307,231.5369942,239.5780438,366.6488862,445.5752835,379.8552291,353.1336255,315.0485803,344.8656742,219.0224802,205.1290823,169.6247646,417.0476315,384.2045999,384.9660312,190.9128571,197.3164358,178.7724107,195.3154921,151.1821502,114.9380467,216.3729882,171.6445762,209.6913788,1130.41495,876.7763828,895.5600826,390.1983612,345.8660754,353.2699873,210.4467923,229.2126965,224.4276198,228.5204082,289.8237626,238.741202,310.9389147,610.9213532,435.658496,172.3832331,202.1273228,206.0569393
Tbx1,0,0,0,0,0,0,187.0160033,111.307791,116.5024762,195.5318193,107.4354681,40.74532162,0,0,0,0,0,0,0,0,0,34.45876356,12.78716802,70.58116779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.2453395,314.8394073,484.5600791,0,0,0,39.81758211,64.67664142,0,1098.60752,647.0085983,607.5700598,1664.539172,1738.12156,1502.303812,200.2957055,447.6236518,501.9519809,223.5241543,338.0793981,284.3261729,145.0843658,248.3178392,173.2493951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbx21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.27529296,0,21.49849258,52.12501603,22.86618095,0,5.823413038,0,458.6421516,404.0040812,389.5522031,0,36.41743362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbx3,0,0,0,0,0,0,84.24209417,43.79537478,75.97191735,0,0,0,507.2394583,403.1799966,440.7250447,868.9468922,596.3911496,698.6072701,156.5133762,146.1124149,160.2366755,132.0091906,128.8795009,138.7030306,260.8432596,227.3250975,248.383654,427.4277754,480.0418966,368.4845809,262.1074133,231.788589,320.2160571,109.15383,181.588348,232.066918,168.7984248,390.8617217,248.701511,0,0,0,0,0,0,0,536.5846873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.8736652,0,0
Tbx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.2176908,0,0,186.8773169,172.0177189,143.3554984,588.7486988,576.8068062,478.0975347,156.0850915,170.5133643,156.8210683,0,0,0,103.6946162,186.4146315,141.1611998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbx5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.68026,160.4705259,154.6325691,407.8939601,377.0794001,292.6312045,0,94.41669679,198.4844478,0,0,95.17351916,89.85799164,66.36752641,41.62204627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf12,27.46822135,13.26783535,0,0,0,0,49.68718465,41.53551961,32.00018613,19.79629114,59.61820969,0,37.61729587,36.1093026,21.76573594,22.3324054,27.72733215,23.63688634,35.14449437,19.95023463,35.70724358,64.41433531,60.43506789,65.35374702,53.79193378,35.49599063,37.95686334,252.6020851,288.1997532,267.3070595,104.1765234,101.2689643,98.54338835,0,12.92803237,26.46871959,37.4224147,50.30209446,0,24.62427761,0,0,28.67938451,23.88720962,29.21553899,0,0,0,29.9540385,0,41.42475549,0,0,0,0,0,0,0,29.44852717,47.71872827,0,31.18297668,0,39.81648047,25.4376276,22.79900287
Tcf19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43310325,0,211.1845073,171.5219774,191.7020953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.9090975,122.4107273,122.4035993,1571.788446,1492.550723,1383.556035,98.65887302,189.3722363,164.9833,0,23.65868548,0,0,19.78795633,14.50214612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf25,182.2375304,214.0438939,235.7542359,228.4607368,212.8331097,199.0811615,295.2100321,251.3535443,176.8538198,346.8802854,430.6092531,319.4320779,162.4291748,125.4224542,216.3377452,104.047922,56.78750624,93.24191484,127.8608344,82.03447187,168.1667713,39.00343974,25.9650717,19.59309416,154.254192,90.03031479,118.6472827,283.1015562,205.6336814,289.1919661,248.3103462,244.0597899,271.3264453,0,109.4164745,0,279.4120216,213.8136874,235.4381284,105.0717215,150.6804298,107.2323367,134.7539814,64.82166365,65.66528439,93.81961157,76.8852106,126.9253777,231.8425981,188.5151604,183.2520288,182.3578233,147.9705377,157.9396764,66.66337272,208.490877,121.4960278,267.3974838,259.0937704,274.3862159,339.534352,580.2494765,506.5388095,132.8890636,188.7810773,141.2563785
Tcf3,0,0,0,0,0,0,0,0,0,0,0,0,128.653111,0,0,59.55224159,0,0,268.6590212,0,211.8494579,40.47143168,0,0,159.6435535,0,0,115.4777256,128.1394354,0,0,93.06017352,109.0767233,0,0,0,0,0,0,0,0,0,151.6158673,45.42068886,41.30341247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.7138847,412.995663,180.1394079,0,0,296.0448848
Tcf4,68.0743838,0,0,0,0,0,93.23512157,56.4438979,143.0953291,133.5565997,142.8709318,96.92218195,106.769549,79.68018633,93.25171216,95.76607403,92.79563433,162.0758757,56.12575273,102.9232209,87.22069767,259.2675006,215.8191596,197.8785141,344.9588444,177.3557863,228.6586985,870.9516888,821.9378318,810.6975421,312.2381036,246.584117,310.4064238,0,0,52.28670934,0,78.07055875,68.98312697,15.93029403,32.67862448,56.88820563,108.3428235,39.00946439,58.80179405,0,0,0,64.00514706,52.79317241,34.18133621,59.86645546,40.97630046,91.67099416,0,0,0,28.84795535,84.73493497,123.342275,25.08467671,0,0,42.87116316,51.33372096,68.98305814
Tcf7,0,0,0,0,0,0,0,0,0,0,0,0,53.25582708,64.88667066,98.06170313,83.74408277,47.78006076,45.64695405,41.5623402,19.45808123,7.60801278,0,0,7.047317535,111.8108931,62.78329316,50.90910617,70.05658928,74.0856537,0,0,0,14.33048704,0,0,0,0,0,0,1377.938309,1457.384928,1490.332383,0,0,0,158.7551571,107.352229,209.0594966,0,0,0,0,0,312.6013675,0,0,0,0,0,0,0,0,0,28.71548986,0,0
Tcf7l1,0,0,0,0,0,0,0,0,0,118.3160961,118.0119662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60620614,74.22853396,0,0,58.3983207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf7l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.90501469,0,0,0,0,0,0,0,0,39.1060752,82.31179839,0,0,201.022645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.2690922,275.0140238,326.6687837,0,0,0
Tead1,92.3694424,221.5305013,470.2695062,39.88559845,41.90134566,66.40989696,205.0652062,191.4468926,203.7796279,205.3489477,233.0551343,297.3430669,0,0,0,0,0,0,80.3107232,65.3087992,90.70059142,50.44011834,60.92390319,134.3945696,286.1460122,89.47254808,133.0257144,420.5028657,425.8418476,316.8002443,403.5439199,251.34833,301.0179991,69.47204353,90.46604433,85.04057712,286.9697624,252.3812511,267.1381041,0,0,0,0,0,0,0,0,0,0,0,80.51638469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tead3,352.322265,540.7727217,323.350865,278.634594,198.1209239,599.850113,435.6327489,215.9184032,384.9497594,401.9017044,173.2016534,442.0960862,212.0526586,27.9149798,313.6003983,30.12530973,33.68201857,221.8219967,319.0125125,308.8976064,54.06659008,160.7572209,104.7644694,104.0126599,321.4811124,195.6697805,265.3964464,597.9324851,589.6108892,622.3213255,324.9175389,322.8015649,427.6418138,381.9223393,336.3256729,267.6419188,213.9165625,408.7292779,340.4288397,0,0,0,0,0,0,0,0,0,0,0,68.45824616,0,0,0,0,0,0,0,0,0,0,0,1984.522521,0,0,0
Tead4,104.0596971,0,548.2804807,0,0,0,0,0,0,0,0,0,112.4128522,94.29505095,108.3461764,265.6318328,312.5467957,121.8483719,159.2043295,177.5883676,167.3072787,206.8015365,142.1557066,218.6034311,0,126.5484888,446.1952918,0,0,0,0,0,0,0,0,0,82.32414203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.8744067,0,0,0,0,0,0,0
Terf1,0,0,0,17.32962239,0,0,174.3029554,137.5134871,201.2034909,79.30135263,32.86904945,119.2347402,0,103.456614,216.4934213,103.4134582,0,92.42597457,0,0,0,70.11617243,15.28382149,42.55300067,0,0,0,0,78.47627184,0,0,71.61908234,53.50523299,0,0,0,0,0,0,68.72552867,59.1440752,44.03992409,82.10606421,61.63141844,37.2120936,70.04904271,46.62980276,81.02294952,105.8244213,67.58311298,81.81205848,86.64909749,90.64044913,145.5629564,90.90573086,0,197.4047467,111.5022585,102.3603938,140.2619915,123.1681388,170.5826074,189.7001009,38.13017233,95.57118816,78.78616867
Terf2,107.6786476,197.1034885,254.6812274,228.751419,201.9856988,230.1863943,692.9190874,527.9019967,548.464878,569.6467701,510.3874436,533.9592521,261.0330597,252.1485761,291.3040804,312.4435488,232.5306224,298.1553305,259.8547598,225.9921247,202.10759,223.1192923,143.6337086,204.1197132,203.9961241,151.831901,184.3410858,292.7636054,275.1953467,240.0544614,168.9941511,158.4611558,209.8760644,106.8131408,145.1658783,54.25995324,184.6023023,137.024655,135.1960754,217.0426804,239.3361577,206.3297744,363.6968155,273.5545317,148.4750926,191.8553244,157.5015674,181.0055133,429.1251082,296.2673829,302.3919349,239.0797087,224.130084,246.9490816,203.9834311,231.4611561,131.6003189,359.6770967,423.8599703,477.6075286,187.1344379,350.2109288,285.5685053,173.0447782,182.4257975,174.7976651
Tet2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.3068748,0,0,0,0,0,0,0,0,0,0,0,0,18.45808132,0,0,0,40.76081121,0,0,0,11.72491989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.60905134,30.21511674,27.76030224,111.8509831,112.1617081,88.8469208,0,0,0,0,0,0
Tfam,1109.732969,1352.129955,772.3366974,3058.681693,3027.516411,2993.57075,2047.747129,1831.18779,1763.419477,5625.188173,4462.78584,4281.055391,662.6098166,697.3015361,775.71785,483.6419154,350.7306888,445.6120136,929.1606169,821.5474845,790.778264,824.5077372,856.1631123,838.7530822,1107.544701,1162.42065,1301.866233,1425.63766,1599.577419,1447.191565,903.7239755,1197.065833,1259.857629,1002.517834,1159.091562,1010.544438,1244.629644,919.3422815,867.2011745,1214.857759,1426.640004,1386.526593,1518.900188,1510.611179,1077.1936,832.8532012,766.9021716,735.5608895,1204.029428,1029.66441,1084.060702,948.586081,785.7030242,817.9759,306.5843286,692.5308802,272.2529888,607.7957576,679.8346833,599.2104763,944.2714332,1704.721799,1702.007365,731.0612799,1046.440763,938.5354746
Tfb1m,95.38091067,181.4939889,211.416341,691.0985402,648.9632043,745.3712103,321.8752398,269.5918092,213.0015237,1440.063429,1426.393917,1295.861202,0,0,0,28.59076905,16.17773562,17.82407523,98.18829693,86.20575957,0,42.06708142,24.08334137,48.38846149,70.07101316,93.81670692,129.1840736,164.6532108,116.9148728,146.5494983,116.1642818,106.3833006,133.9725059,69.75362017,69.18767491,82.96681067,57.86159832,51.39061138,79.5520238,92.98854816,45.72056313,130.1550557,151.2718088,67.32893628,86.08350475,80.93458189,82.56389762,33.60298462,418.2368677,307.9241926,222.3489528,146.6035414,147.7689613,95.02084508,24.22419912,0,0,121.9439491,143.3987651,169.9596099,224.0245769,394.9919139,338.0058962,87.5939658,94.99138737,98.67033026
