,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Phb,10333.87899,12174.40537,6839.613845,26698.83932,24718.93731,24381.10959,13482.86005,11567.83494,11892.07622,37106.00727,34471.51857,28674.25994,4653.189187,4211.001115,4644.11008,3179.16451,2303.607509,2730.671711,5217.787316,4483.32222,4276.688778,4998.644358,4588.167957,4126.729284,7422.662825,9789.635447,11034.48579,10804.99203,11906.89691,10037.75726,8972.615145,10368.3873,13687.80076,8616.952584,8055.988476,7371.482507,11913.74088,9862.963135,10678.49853,5069.750892,5567.039016,4985.170681,3981.700579,4022.502712,3172.872792,3786.379897,3354.417395,3755.910762,10344.54019,7475.649758,7540.995329,5855.246431,5712.827249,5383.62253,2604.167458,5924.178695,2321.323542,5144.939813,6311.058779,6176.004304,13451.36087,17525.25002,14257.73398,6702.476655,7743.070413,6889.036772
Phtf1,0,0,0,0,0,0,53.42146533,0,48.39701345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6998136,0,0,0,0,0,0,0,0,0,0,0,0,0,48.79654233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pias1,36.03870835,33.41412048,164.9179531,44.32848563,28.12391894,46.4946919,125.562254,127.3946943,197.7418246,162.4258616,184.388538,150.566806,71.4448621,51.80084372,46.96101585,117.8800239,52.43426658,99.85257125,48.64320269,63.2071051,47.40644669,31.100226,26.23243807,28.37731315,99.68086848,87.72479998,114.8987144,98.0140321,91.32869211,81.87209712,78.41314855,76.22962719,85.31572638,0,0,0,49.54213077,100.8990907,90.98065533,57.45851702,74.68994806,54.92520351,72.28971773,28.74176505,22.2598507,65.9765756,31.59809705,58.5755661,178.282992,138.2021505,146.5849191,115.7635312,130.4980705,129.3392217,37.85096685,62.58999657,19.33753229,65.63311428,66.84062412,79.47255066,94.17471782,192.7027559,141.4198138,71.58705596,87.10805824,88.02046615
Pias2,113.0990284,139.0886039,284.7421391,113.8628663,126.0289527,121.6556463,473.0794387,459.9224161,338.2721692,479.3860567,635.7240738,581.4329687,281.5379819,295.3806673,338.0025956,302.0490102,217.4644528,211.3667205,125.3295385,251.0183806,247.5687595,101.4281799,60.80423579,97.73775124,164.7585194,189.1457077,219.2055348,388.1650144,326.4124295,261.9232299,303.3264602,230.0721368,316.1705471,93.83413217,115.1263437,109.0359036,184.361787,251.4820984,173.3909573,244.7816371,244.6999607,226.9371358,204.278369,175.836983,143.2167976,251.5430854,163.1046863,195.9956223,630.7924197,364.1759604,415.1055914,295.0939822,366.3383533,302.8447067,242.9871181,146.1957364,276.5607828,362.476486,350.0931087,394.6453451,385.2819439,590.9629019,628.7948004,225.1170045,229.8260837,216.0991009
Pias3,290.4018088,0,0,0,0,0,0,0,94.77612596,0,0,73.74959508,65.55463561,107.4624368,113.988857,69.5153916,57.58699744,50.996096,112.7853853,39.92165635,51.58231496,0,33.02266483,45.46817657,0,53.65080355,0,120.7119554,126.1592677,132.9778658,0,0,101.1771454,0,0,0,92.27624412,84.91211766,60.81017044,0,0,0,177.0554028,0,84.07210581,0,38.71822617,0,0,0,0,0,85.20073124,0,0,0,0,38.84902141,0,0,0,0,0,0,0,0
Pias4,0,0,0,0,0,35.71235267,145.0212125,105.4035248,96.15779941,328.8396836,263.4779864,0,82.29518462,75.02570542,99.96957846,57.11506961,56.02808464,56.10613926,33.69131293,71.14356444,144.6420568,0,0,0,54.67700452,0,0,41.10700465,61.23527207,0,0,36.69879116,36.74139717,0,0,0,0,0,48.3227559,92.10167803,95.44484954,62.54124879,102.5213351,64.58370278,44.12872465,81.63741589,84.81943784,71.04050431,98.48047121,107.9879068,119.579514,94.11685319,116.4555331,80.50074862,72.33106899,28.92766907,0,81.03817064,128.397274,106.2517467,92.98983109,183.2062928,107.1665594,61.51904276,114.245238,96.95191146
Pknox1,0,0,76.03679372,0,0,0,228.9551104,138.2278971,237.1991583,213.8198293,292.9560222,239.6430706,135.3316972,138.2899934,136.8196837,78.74608403,69.21065826,62.35803054,115.0702513,94.9901034,84.95255858,72.1664594,61.69849855,25.00711878,147.1327567,90.72527122,89.73413595,247.3751002,231.6000049,148.3401894,150.0312719,161.0221373,206.0213727,0,0,48.82038306,149.1807003,140.4667783,135.8906991,58.67040983,64.10449722,43.3354633,29.4690085,55.01000732,35.28235092,101.1227511,50.191168,52.76976993,96.87926176,71.05093899,92.55781001,126.4291287,105.5174287,92.46675607,69.49245194,56.34349399,82.84935125,68.7451552,78.6045963,92.67208877,113.4287562,106.4173035,62.12725287,79.08480525,65.92199961,80.97691921
Pknox2,0,0,0,0,0,0,0,0,0,0,0,0,60.75925188,0,0,24.33583226,0,0,55.41759427,47.5902265,25.21211221,25.40516247,0,0,168.9160958,142.1458422,110.4445471,582.0853798,567.1438454,470.06267,77.31173216,207.5745202,277.8361061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plek,204.2651674,219.3203592,68.46707833,19.97771891,20.56168929,26.85379556,356.1873764,296.4665491,288.2231814,67.24774069,35.04907805,62.20526538,261.1901442,235.8330652,339.9834084,145.3357378,65.59323782,174.3403795,57.30002831,84.10553587,69.28933264,74.50912425,38.79293141,60.75966787,43.88568256,380.0366605,473.8711506,217.4988874,198.4113,195.6812317,0,160.8577763,235.457581,0,0,0,0,0,0,78.97110913,93.83807878,116.4346013,555.5419989,546.1479244,602.3968884,3530.104643,3205.438408,3279.461973,4166.132701,4179.146943,4223.238534,4210.143089,2888.547455,4124.779512,2078.041961,400.9963242,369.4603343,501.2695019,685.3113507,553.2274414,11530.61752,14645.43506,12702.6598,2711.561116,4100.320183,4251.740109
Plscr1,1962.429786,2725.328395,1084.704955,1005.488306,525.9906054,817.0237219,3686.728995,3491.794551,3484.605215,1982.820174,1391.301291,1227.055162,4614.959494,7283.558579,8096.796757,2317.876785,2163.082133,1727.141733,5396.721266,4369.238494,3993.678655,1314.030007,1932.847993,1801.724038,1142.899221,2084.250096,2193.566395,1277.755816,1423.701403,1372.90487,2244.618472,1571.060334,1685.002049,0,194.4998241,341.6293586,3628.281423,2759.862136,2531.963801,0,133.058701,126.7940567,0,261.5468149,268.809034,118.1945721,216.4795174,195.2617796,1523.45591,1142.028628,1337.3242,1251.344957,1062.085118,1185.360046,3638.669431,4713.321654,3870.972312,221.8038843,455.3380885,199.3623467,5004.991893,5953.720171,4727.89869,664.8275561,947.1986445,822.209801
Pou2f1,111.5171662,170.6075982,213.8196914,159.2380257,127.8040578,148.8528802,269.3105251,258.0016121,193.9551147,298.9605635,264.3959685,309.6180616,212.2106719,165.0811392,180.5847935,206.1692472,160.4200522,201.3587298,203.1058659,146.8121903,169.0193948,59.99422669,54.59926657,47.17204374,157.7540886,108.0351107,117.1266635,218.0840856,209.2857522,203.0672581,141.2578227,153.7799793,175.3997019,95.9987328,78.08677848,71.93564201,190.5577959,142.1284884,160.265369,185.8909982,181.8453797,196.2530344,255.8566338,325.6532201,265.1911151,238.6962234,195.655456,191.345403,394.2455673,270.9550483,293.165326,443.4330002,378.3103054,300.1435967,163.9938181,230.4817157,185.2242803,473.920844,572.3779916,528.240403,236.054433,418.1592406,436.976676,361.2079317,375.4675597,332.1246768
Pou2f2,0,0,0,0,0,0,0,0,0,9.284892058,0,0,0,0,0,558.143559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6607031,166.8443556,969.0298331,316.5046016,74.59816691,0,0,0,0,0,0,738.2594766,395.8629662,437.4410926,69.41038951,82.22664907,235.4550263,277.2117459,317.0403689,156.5231981,0,0,0,335.2432021,270.7815089,286.8702427
Ppard,0,0,0,231.9825076,214.5353213,0,0,0,0,0,0,0,0,0,0,70.76557486,0,55.29635975,145.8666673,0,0,0,61.64058448,86.32404092,185.7682369,1293.391865,1190.841418,0,0,0,0,0,0,0,239.1051918,141.2344084,0,0,0,0,0,0,0,0,65.28413818,0,0,0,0,0,0,0,0,260.231771,0,0,0,0,0,0,0,0,0,0,463.6398606,417.5010712
Pparg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.26076681,0,0,0,0,0,206.4729592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.238279,523.6007748,761.2202298,0,0,0
Prdm10,0,0,72.52350447,37.77055302,0,0,140.3266175,93.53605927,95.74496549,137.1108096,137.0599415,136.2197683,68.11143209,62.65057612,51.9999296,50.70878434,51.40992713,81.69429286,60.26795424,28.53552105,57.82770797,38.24393354,34.25485371,26.0915101,49.46377797,56.02569537,43.09990841,71.21415729,76.97325428,60.15023904,47.79797696,41.35237962,55.84532051,41.50251975,0,0,65.10574241,52.46011444,64.90975532,63.17947446,61.51039969,47.20337775,49.92568823,39.6353446,17.06820815,82.65722289,40.98225297,57.2823607,124.2077064,86.98681791,101.1402009,59.22170418,80.92743644,71.21551567,64.77370709,65.57676961,36.64795137,96.97760104,81.88528231,169.1606345,84.24727022,116.1023371,158.9813139,42.63161863,39.3853894,56.7993904
Prdm15,0,0,0,0,0,0,0,0,0,0,0,0,0,328.4459262,0,0,0,0,0,0,0,0,0,0,0,0,0,35.94805464,0,0,132.7303505,0,0,0,0,0,0,0,0,0,66.46171987,0,33.41476538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.13042889,50.92757838
Prdm16,81.52967601,48.13993,259.3581292,136.5601144,122.5338483,0,161.9952609,124.7517947,143.5093069,177.5734465,226.9471799,181.2760789,0,661.8543519,0,288.2161888,444.8083784,493.4122069,428.2097749,0,466.201689,0,0,0,0,0,68.25066782,0,8.018251007,0,222.1489375,237.1991176,0,364.7600557,303.2212369,449.0820702,0,293.2563821,269.6971235,0,0,0,267.1645982,59.31058996,0,0,0,271.0896401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.8166113
Prdm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.18982994,73.65546166,107.9532631,264.991324,432.9647645,334.0753103,89.67828935,97.98438957,111.2767942,253.149487,216.9514055,330.4230501,48.77362249,58.93401415,13.57152265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdm8,0,0,0,0,0,0,0,0,0,0,0,0,138.6682038,223.0271935,168.9067636,0,0,0,0,48.86355228,0,0,0,0,0,0,0,0,0,0,0,0,70.59387895,0,0,0,0,1667.872248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preb,2016.561273,2600.43109,2164.069008,4754.977399,4886.526796,4969.603084,3073.079646,2629.105726,2909.00835,7748.756924,7376.988006,6922.680313,1265.818715,1140.563147,1393.352834,1383.286637,934.3962301,1089.152818,1782.241029,1447.730168,1465.586631,1622.26914,1085.210035,1066.819164,1535.266572,1563.213318,1766.129122,3616.43983,3366.64344,3306.99235,2260.812369,2427.403101,2986.532237,1870.809116,1951.971577,1579.845939,3758.390481,2310.508753,2178.9222,673.6487408,871.6863382,843.2322037,869.2700743,763.0136595,522.2325004,1109.161067,867.8233953,969.0901839,4200.33104,2998.748329,3012.925469,2002.144916,2143.027365,2002.432859,1804.728841,2268.541155,1709.573946,2011.449253,2288.120302,2477.402464,3409.374449,5042.848518,4723.734074,1695.583879,2160.229504,2121.177177
Prox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.0941479,484.2502581,519.0237824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prrx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.61690582,0,0,0,716.4786033,176.3138275,259.4960406,561.7845666,414.0900271,520.7918645,733.7790335,1213.919842,1311.689641,359.4996027,289.9070726,364.2291538,0,300.6154412,300.6672195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prrx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.1330812,152.1957327,127.0517532,419.4656796,396.3459864,433.5918869,863.8782433,826.5912414,943.2247867,247.6426623,223.3939255,144.265882,0,399.6436159,437.8710022,0,46.12992906,0,0,0,0,0,0,603.5366662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pura,10791.74406,13019.39784,19539.72778,5156.641515,5563.00541,5630.646564,12113.81939,11631.27266,11124.87809,11576.96671,11809.72731,11219.9514,9678.519962,9485.955902,9818.106515,12334.46512,9050.968993,11322.75428,10486.86718,9661.44531,9314.230934,3641.764862,2808.037434,2519.158049,13340.82423,12454.86917,14076.08908,19002.42283,19761.44046,18359.56965,19639.83076,16029.58203,21125.27018,4422.110768,3616.61878,3509.765841,13563.36031,18132.1747,18395.29509,2502.303608,2423.252595,1940.060279,1124.189732,1220.198439,996.4144191,3594.259966,2946.634414,3241.210389,7126.455699,5539.580594,6032.188142,4117.815886,3977.187387,4092.727486,1440.311553,1733.943314,1330.746649,2268.208426,2352.285671,2505.101494,3839.003516,6039.335375,5926.88371,4000.425708,4393.877864,3664.919323
Purb,2400.900801,2475.790535,3400.032018,1754.486018,2067.871123,1899.950947,5445.038635,5486.518776,5178.251851,4655.852956,4998.015152,4489.137848,5522.970434,5229.506068,5611.495876,6600.621508,5111.867511,6011.221776,4944.642225,4722.744896,4724.560225,1457.825305,1144.85792,961.9508119,2861.202152,3052.921153,3353.338288,5026.005309,4996.03228,4844.682483,3624.12911,3390.625676,4597.632939,1287.479551,1129.151473,1216.482579,2720.680623,4010.704567,3812.210919,1477.230322,1361.705314,1373.162937,968.7424509,880.0984571,970.4683377,1935.845758,1704.097694,1831.854658,4373.496482,3654.459669,3893.870569,2888.043174,2621.458601,2796.878853,1565.624298,3229.737027,1402.044215,1745.365676,1899.196849,2131.962807,3977.922837,6696.053556,5523.667176,2077.581305,2209.234481,2101.791276
Purg,0,50.74001702,75.81233465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.27540383,0,0,58.15808205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rara,0,0,0,0,0,0,50.87547282,51.19171673,52.25704398,0,0,0,0,0,0,47.06067158,9.434460376,34.88998081,0,26.79083749,14.76814037,0,0,0,0,0,0,27.58034837,30.74806101,46.58195176,0,11.2918675,34.01461055,0,0,0,9.975396162,0,0,0,25.60969464,0,0,3.101517254,0,0,0,0,177.1841228,126.1113279,93.98151707,0,5.673673482,3.754194967,59.71151391,63.8194286,31.55306856,176.3482007,138.3797031,369.0357042,140.1220436,168.0001406,146.4692788,18.91823029,10.14061937,11.36275954
